,INTPTLAT,INTPTLON,TotPop,AutoOwn0,AutoOwn1,AutoOwn2p,TotEmp,E_LowWageWk,E_MedWageWk,E_HiWageWk,D1B,D1C,D3A,D4A,D4B050,D4C,D4D,D5AR,D5AE,NatWalkInd,nearest station
38,37.63408007272728,-122.41832430909089,55448.0,1288.0,6268.0,11084.0,64355.0,8341.0,16937.0,39077.0,19.231864536636365,6.35756107244697,27.24635743280303,-76328.04196969696,0.3683190068560606,-64390.838560606055,-64386.8211301658,4440139.0,3384117.0,10.398989899378789,SBRN
39,37.608942500000005,-122.4017147,6743.0,162.0,377.0,1710.0,8855.0,1024.0,4172.0,3659.0,7.829119334722222,2.1621892185555556,18.039044949444445,-99999.0,0.07731939033333333,-66663.33333333333,-66665.12795833567,704837.0,549196.0,8.074074074611111,SFIA
40,37.62946468888889,-122.06576186111111,78530.0,914.0,4853.0,16085.0,30530.0,5162.0,9608.0,15760.0,17.667125292916666,2.603176577898148,21.321240118444447,-7867.01148148148,0.09927589376851853,9.805462962962965,59.8488288675926,5398190.0,4867351.0,12.538580246574075,SHAY
41,37.65610422857144,-122.4484352357143,80902.0,1117.0,6089.0,18286.0,23895.0,4883.0,7052.0,11960.0,16.73576240460476,2.7014556216499996,25.19029842825,-85598.55488095238,0.1087196368357143,-83330.46023809524,-83326.77589494719,5573715.0,4599596.0,9.26230158687857,SSAN
42,37.5810567368421,-122.0303505631579,106723.0,1585.0,7129.0,24248.0,28088.0,7437.0,10694.0,9957.0,16.16324422017105,2.0919639730482458,25.01502467164912,-6028.758245614035,0.09027094072368422,-3063.930657894737,-3039.714892815224,7489017.0,6685475.0,13.05336257268421,UCTY
43,37.508926591666665,-121.93095901666668,58684.0,385.0,2425.0,14986.0,8763.0,1954.0,2654.0,4155.0,12.258982647326391,2.123269693583333,22.53652098529167,-7838.283541666668,0.010365932333333333,-4162.785208333334,-4148.562108061667,4860563.0,4030106.0,12.805555555597222,WARM
44,37.888940489999996,-122.06025046999999,50146.0,1759.0,9216.0,11561.0,40253.0,6829.0,10012.0,23412.0,8.644255255668332,6.894737334426667,16.794514348866667,-41158.27631666667,0.05630606678333333,-51994.27713333334,-51980.219963637755,3299041.0,2801359.0,10.340277777828334,WCRK
45,37.710334610000004,-121.93349326,55407.0,654.0,4359.0,14405.0,31120.0,6193.0,8135.0,16792.0,9.208839628760002,2.955282288576667,21.500173085233335,-37443.2176,0.036856650723333335,-29996.121600000002,-29994.27701137705,2746484.0,2401694.0,12.567500000441665,WDUB
46,37.80662202222223,-122.3007307111111,17677.0,1586.0,3329.0,2191.0,18520.0,3715.0,4381.0,10424.0,12.437632137592594,10.308919690685187,32.390754468555556,-3402.7348148148144,0.5295819307777777,26.123148148148147,183.62289031011113,3460229.0,2626152.0,15.163580246851852,WOAK
47,38.00676046666667,-122.02977233333333,15584.0,137.0,1316.0,3935.0,14536.0,1640.0,3008.0,9888.0,7.308143540583333,1.6212272043333336,18.93384156966667,-32876.5725,0.1744675919166667,-33328.916666666664,-33315.327808212496,823683.0,775298.0,11.416666667833333,NCON
48,37.35451145744681,-121.8652692255319,235990.0,6271.0,21513.0,41656.0,150909.0,25912.0,36449.0,88548.0,23.628265611950354,8.436590354485817,28.048369153294317,-75.80003900709215,0.3386798589836171,-1051.2644290780142,-969.2216443921403,17723389.0,15865074.0,14.60827423156383,BERY
49,37.42167056190476,-121.88501097619047,115789.0,1499.0,9043.0,24868.0,113651.0,13968.0,24267.0,75416.0,15.760017421091273,3.9154312589007936,26.271060031269847,-13407.421142857142,0.1805807076325397,-12692.762325396829,-12676.955658834264,7647683.0,6223007.0,13.342460317099206,MLPT
